input_destination,input_duration,input_interests_001,input_interests_002,input_interests_003,input_interests_004,input_interests_005,output_optimized_itinerary_state,output_optimized_itinerary_days_day,output_optimized_itinerary_days_morning,output_optimized_itinerary_days_afternoon,output_optimized_itinerary_days_evening
Dandeli,3.0,Adventure,Nature,Wildlife,Spiritual,Not Specified,,1,Arrive in Dandeli and check into a jungle resort.,Go for a jungle safari in the Dandeli Wildlife Sanctuary.,Enjoy a bonfire and a nature presentation at the resort.
Dandeli,3.0,Adventure,Nature,Wildlife,Spiritual,Not Specified,,2,Experience thrilling white-water rafting on the Kali River.,"Try other activities like kayaking, coracle ride, or zip-lining.",Go for a night nature walk.
Dandeli,3.0,Adventure,Nature,Wildlife,Spiritual,Not Specified,,3,Visit Syntheri Rocks and Kavala Caves.,Natural Jacuzzi bath in the river.,Departure.
Bijapur (Vijayapura),1.0,History,Architecture,Wildlife,Spiritual,Not Specified,,1,Visit the magnificent Gol Gumbaz and experience its whispering gallery.,"Explore Ibrahim Rauza, often called the 'Taj Mahal of the Deccan'.",Visit other historical sites like Jama Masjid and Bara Kaman.
Matheran,2.0,Nature,Photography,Relaxation,Trekking,Not Specified,,1,Arrive at Dasturi Naka and walk or take a horse ride into the automobile-free Matheran.,Ride the heritage toy train (if operational).,Walk to Porcupine Point (Sunset Point) to watch the sunset.
Matheran,2.0,Nature,Photography,Relaxation,Trekking,Not Specified,,2,"Explore various viewpoints like Panorama Point, Louisa Point, and Echo Point.",Walk through the forested paths and visit Charlotte Lake.,Shop for local products like Chikki and honey.
Ganpatipule,2.0,Spiritual,Beach,Relaxation,Trekking,Not Specified,,1,Arrive in Ganpatipule and visit the Swayambhu Ganpati Temple on the beach.,Relax and swim at Ganpatipule Beach.,Walk around the temple base (Pradakshina).
Ganpatipule,2.0,Spiritual,Beach,Relaxation,Trekking,Not Specified,,2,Explore nearby beaches like Aare Ware Beach.,Visit the Prachin Konkan Museum.,Enjoy the peaceful coastal atmosphere.
Igatpuri,2.0,Nature,Adventure,Spiritual,Trekking,Not Specified,,1,Arrive in Igatpuri. Visit the Dhammagiri (Vipassana International Academy).,Trek to Tringalwadi Fort.,Relax and enjoy the scenic beauty of the Sahyadris.
Igatpuri,2.0,Nature,Adventure,Spiritual,Trekking,Not Specified,,2,Visit the Bhatsa River Valley and Camel Valley viewpoint.,Explore the Amruteshwar Temple.,Enjoy the sunset by the Vaitarna Dam.
Bhandardara,2.0,Nature,Photography,Adventure,Trekking,Not Specified,,1,Arrive in Bhandardara. Visit Wilson Dam and Arthur Lake.,Enjoy a boat ride on Arthur Lake.,Visit Umbrella Falls (seasonal) and relax.
Bhandardara,2.0,Nature,Photography,Adventure,Trekking,Not Specified,,2,Visit Randha Falls.,Trek to Ratangad Fort or visit Amruteshwar Temple.,Watch the sunset and enjoy the serene environment.
Saputara,2.0,Nature,Culture,Relaxation,Trekking,Not Specified,,1,Arrive in Saputara. Take the ropeway to Sunset Point.,Go boating in Saputara Lake.,Visit the Artist Village to see tribal artifacts.
Saputara,2.0,Nature,Culture,Relaxation,Trekking,Not Specified,,2,Visit the Step Garden and Rose Garden.,Explore Gira Waterfalls (seasonal) and the Hatgadh Fort.,Enjoy the pleasant climate of Gujarat's only hill station.
Palitana,2.0,Spiritual,Photography,Adventure,Trekking,Not Specified,,1,Arrive in Palitana and rest for the early morning trek.,Explore the local market and the base of Shatrunjaya Hills.,Early dinner and rest.
Palitana,2.0,Spiritual,Photography,Adventure,Trekking,Not Specified,,2,"Start the early morning climb of over 3,500 steps to the top of Shatrunjaya Hill.",Explore the complex of over 900 Jain temples.,Descend before sunset and depart.
Junagadh,2.0,History,Spiritual,Architecture,Trekking,Not Specified,,1,Visit the Uparkot Fort and see the Buddhist caves and step-wells inside.,Explore the stunning Mahabat Maqbara and Bahauddin Maqbara.,Walk through the old city.
Junagadh,2.0,History,Spiritual,Architecture,Trekking,Not Specified,,2,"Begin the climb or take the ropeway up Girnar Hill, a major pilgrimage site for Hindus and Jains.",Explore the temples on top of Girnar.,Descend and visit the Damodar Kund at the foothills.
Kalimpong,2.0,Nature,Culture,Photography,Trekking,Not Specified,,1,Arrive in Kalimpong. Visit Deolo Hill for panoramic views.,"Explore Dr. Graham's Homes, a historic educational institution.",Stroll through the main market.
Kalimpong,2.0,Nature,Culture,Photography,Trekking,Not Specified,,2,Visit Zang Dhok Palri Phodang monastery and a flower nursery.,Explore the Pine View Nursery for its cactus collection.,Enjoy the quiet ambiance of this hill station.
Daman,2.0,Beach,History,Nightlife,Trekking,Not Specified,,1,Arrive in Moti Daman. Explore the Moti Daman Fort and the Lighthouse.,Visit the Church of Bom Jesus.,Relax at Jampore Beach and enjoy the sunset.
Daman,2.0,Beach,History,Nightlife,Trekking,Not Specified,,2,"Explore Nani Daman, including St. Jerome Fort.",Relax at Devka Beach.,Enjoy the nightlife and affordable seafood and drinks.
Mukteshwar,2.0,Nature,Adventure,Photography,Trekking,Not Specified,,1,Arrive in Mukteshwar. Visit the 350-year-old Mukteshwar Dham Temple.,"Explore Chauli Ki Jali for rock climbing, rappelling and amazing valley views.",Enjoy the stunning sunset over the Himalayan range.
Mukteshwar,2.0,Nature,Adventure,Photography,Trekking,Not Specified,,2,Take a nature walk through the fruit orchards and forests.,Visit the Indian Veterinary Research Institute (IVRI).,Relax and enjoy the peaceful mountain environment.
Patnitop,2.0,Nature,Relaxation,Photography,Trekking,Not Specified,,1,Arrive in Patnitop from Jammu/Katra. Check in and enjoy the views.,Take a walk through the pine and deodar forests.,Enjoy the sunset from a viewpoint.
Patnitop,2.0,Nature,Relaxation,Photography,Trekking,Not Specified,,2,Visit Nathatop for panoramic views and seasonal snow activities.,Explore the ancient Naag Mandir.,Enjoy a picnic at Sanasar Lake (a short drive away).
Dhanaulti,2.0,Nature,Adventure,Relaxation,Trekking,Not Specified,,1,Arrive in Dhanaulti. Explore the Eco Park (Amber and Dhara).,Walk through the deodar and rhododendron forests.,Enjoy the quiet Himalayan evening.
Dhanaulti,2.0,Nature,Adventure,Relaxation,Trekking,Not Specified,,2,Visit the Surkanda Devi Temple (requires a short trek).,"Try adventure sports at a local adventure park (zip-lining, sky walking etc).",Camping and bonfire.
Kanatal,2.0,Nature,Adventure,Camping,Trekking,Not Specified,,1,Arrive in Kanatal and check into a campsite.,Enjoy adventure activities like valley crossing and rappelling.,"Bonfire, music, and stargazing."
Kanatal,2.0,Nature,Adventure,Camping,Trekking,Not Specified,,2,Visit the Kodia Jungle for a nature walk or jungle safari.,"Explore the Tehri Dam, one of the tallest dams in the world.",Relax and enjoy the mountain scenery.
Lachen and Lachung,4.0,Nature,Adventure,Photography,Trekking,Not Specified,,1,Travel from Gangtok to Lachen. Stop at viewpoints along the way.,Arrive in Lachen and acclimatize.,Early dinner and rest.
Lachen and Lachung,4.0,Nature,Adventure,Photography,Trekking,Not Specified,,2,"Early morning excursion to Gurudongmar Lake, one of the highest lakes in the world.","Return to Lachen for lunch, then drive to Lachung.",Check into your hotel in Lachung and relax.
Lachen and Lachung,4.0,Nature,Adventure,Photography,Trekking,Not Specified,,3,Visit the Yumthang Valley (Valley of Flowers).,Optional trip to Zero Point (Yumesamdong) for snow (seasonal).,Return to Lachung and explore the village.
Lachen and Lachung,4.0,Nature,Adventure,Photography,Trekking,Not Specified,,4,Begin the return journey from Lachung to Gangtok.,Stop at viewpoints you missed on the way up.,Arrive in Gangtok.
Dirang,2.0,Nature,Culture,Relaxation,Trekking,Not Specified,,1,Arrive in Dirang from Tezpur/Guwahati. Check in and relax.,Visit the Dirang Dzong (a historic fort-village).,Visit the hot water springs for a relaxing dip.
Dirang,2.0,Nature,Culture,Relaxation,Trekking,Not Specified,,2,Visit the National Research Centre on Yak.,Explore the local monasteries and Kiwi/Apple orchards.,Enjoy the serene valley and the Dirang River.
Bomdila,2.0,Nature,Culture,Photography,Trekking,Not Specified,,1,Arrive in Bomdila. Visit the Gontse Gaden Rabgyel Lling (GRL) Monastery.,Explore the local market for handicrafts.,Enjoy the views of the Himalayan peaks from a viewpoint.
Bomdila,2.0,Nature,Culture,Photography,Trekking,Not Specified,,2,Visit the Bomdila View Point for panoramic views.,Explore the Craft Centre and Ethnographic Museum.,Take a leisurely walk around the town.
Patna,2.0,History,Culture,Spiritual,Trekking,Not Specified,,1,Visit the Patna Museum.,"Explore Golghar, a massive granary with panoramic city views.","Visit the Takht Sri Patna Sahib, the birthplace of Guru Gobind Singh."
Patna,2.0,History,Culture,Spiritual,Trekking,Not Specified,,2,Explore the ruins of Pataliputra at Kumhrar.,Visit the Bihar Museum.,Take an evening cruise on the Ganges River.
Digha,2.0,Beach,Relaxation,Food,Trekking,Not Specified,,1,Arrive in Digha. Check into a hotel.,Relax and enjoy the waves at Old Digha Beach.,Explore the market and enjoy fresh fried seafood.
Digha,2.0,Beach,Relaxation,Food,Trekking,Not Specified,,2,Visit the less crowded New Digha Beach.,Explore the Marine Aquarium and Regional Centre (MARC).,Enjoy the sunset at Udaipur Beach on the Odisha-Bengal border.
Gopalpur,2.0,Beach,History,Relaxation,Trekking,Not Specified,,1,Arrive in Gopalpur-on-Sea. Relax at the beach.,Explore the old lighthouse and the ruins of the ancient port.,Enjoy a quiet sunset on the beach.
Gopalpur,2.0,Beach,History,Relaxation,Trekking,Not Specified,,2,Take a short trip to Chilika Lake at Barkul for bird watching and boating.,Visit the Aryapalli Beach for a change of scenery.,Enjoy local seafood delicacies.
Vijayawada,2.0,Spiritual,History,Food,Trekking,Not Specified,,1,Visit the Kanaka Durga Temple atop Indrakeeladri Hill.,"Explore the Undavalli Caves, monolithic rock-cut temples.",Walk across the Prakasam Barrage over the Krishna River.
Vijayawada,2.0,Spiritual,History,Food,Trekking,Not Specified,,2,Visit the Kondapalli Fort.,Explore the Rajiv Gandhi Park.,Enjoy local Andhra cuisine.
Kolli Hills,2.0,Nature,Adventure,Photography,Trekking,Not Specified,,1,Arrive at the base and navigate the 70 hairpin bends to the top.,Visit the Arapaleeswarar Temple.,Trek down to the Agaya Gangai Waterfalls.
Kolli Hills,2.0,Nature,Adventure,Photography,Trekking,Not Specified,,2,Explore the Seekuparai and Selur Nadu viewpoints.,Visit a local spice farm.,Enjoy the cool climate and serene environment before departing.
Valparai,2.0,Nature,Photography,Wildlife,Trekking,Not Specified,,1,Drive to Valparai through lush tea and coffee estates.,Visit the Nallamudi Viewpoint for spectacular views.,Look for the endemic Nilgiri Tahr.
Valparai,2.0,Nature,Photography,Wildlife,Trekking,Not Specified,,2,"Explore Sholayar Dam, one of the largest in the region.",Take a walk through a tea plantation and visit a tea factory.,Relax at your resort amidst nature.
Karwar,2.0,Beach,Nature,Food,Trekking,Not Specified,,1,Arrive and check in. Relax at Rabindranath Tagore Beach.,Visit the INS Chapal Warship Museum.,Enjoy fresh Karwari seafood.
Karwar,2.0,Beach,Nature,Food,Trekking,Not Specified,,2,Take a boat ride to Kurumgad Island for trekking and snorkeling.,Explore the less-crowded Tilmati Beach.,Visit the Sadashivgad Fort for sunset views.
Chikhaldara,2.0,Nature,Photography,History,Trekking,Not Specified,,1,"Arrive in Chikhaldara. Visit Bhimkund, where Bhima is said to have washed.",Explore various viewpoints like Hurricane Point and Prospect Point.,Enjoy the sunset from Gavilgad Fort.
Chikhaldara,2.0,Nature,Photography,History,Trekking,Not Specified,,2,Go for a safari in the Melghat Tiger Reserve.,Visit the Narnala Fort.,Relax by the Shakkar Lake.
Landour,2.0,Relaxation,History,Food,Photography,Not Specified,,1,Arrive in Landour. Walk to St. Paul's Church.,Explore the quiet roads and colonial architecture.,Enjoy baked goods at the famous Landour Bakehouse.
Landour,2.0,Relaxation,History,Food,Photography,Not Specified,,2,"Walk up to Lal Tibba, the highest point, for Himalayan views.",Browse for books at the local bookshops. Try to spot Ruskin Bond's residence.,Enjoy a peaceful evening with cheese toast at Char Dukan.
Gaya,1.0,Spiritual,History,Food,Photography,Not Specified,,1,"Visit the Vishnupad Temple, a major Hindu pilgrimage site.",Perform 'Pind Daan' rituals on the banks of the Falgu River (for pilgrims).,Explore other temples in the area like Mangla Gauri Temple.
Tirunelveli,2.0,Spiritual,Food,Nature,Photography,Not Specified,,1,Visit the grand Nellaiappar Temple.,Explore the city and its markets.,Taste the world-famous Tirunelveli Halwa at a traditional shop.
Tirunelveli,2.0,Spiritual,Food,Nature,Photography,Not Specified,,2,Day trip to Courtallam (Kutralam) to enjoy its waterfalls (seasonal).,Visit the Papanasam Temple and Agasthiyar Falls.,Return to Tirunelveli.
Rajasthan Royal Circuit,6.0,History,Culture,Photography,Shopping,Not Specified,Rajasthan,1,Arrive in Udaipur. Check-in and visit the City Palace.,Enjoy a boat ride on Lake Pichola.,Watch the Dharohar cultural show at Bagore Ki Haveli.
Rajasthan Royal Circuit,6.0,History,Culture,Photography,Shopping,Not Specified,Rajasthan,2,Morning trip to Monsoon Palace (Sajjangarh) for panoramic views. Visit Saheliyon Ki Bari.,Travel to Jodhpur (approx. 4-5 hours).,Explore the Clock Tower market and enjoy dinner in the old city.
Rajasthan Royal Circuit,6.0,History,Culture,Photography,Shopping,Not Specified,Rajasthan,3,Explore the majestic Mehrangarh Fort.,Visit the serene Jaswant Thada.,Explore the Blue City (Brahmapuri) lanes.
Rajasthan Royal Circuit,6.0,History,Culture,Photography,Shopping,Not Specified,Rajasthan,4,Travel to Jaipur (approx. 5-6 hours).,Check-in and visit the City Palace and Jantar Mantar.,Shopping at Johari Bazaar and dinner at a traditional Rajasthani restaurant.
Rajasthan Royal Circuit,6.0,History,Culture,Photography,Shopping,Not Specified,Rajasthan,5,Visit the magnificent Amer Fort. Enjoy an elephant ride (optional).,Explore Jaigarh Fort and Nahargarh Fort for sunset views.,Visit Hawa Mahal and walk through the Pink City market.
Rajasthan Royal Circuit,6.0,History,Culture,Photography,Shopping,Not Specified,Rajasthan,6,Visit the Albert Hall Museum.,Try a block-printing workshop or visit the Galtaji (Monkey) Temple.,Departure from Jaipur.
Kerala Backwaters & Hills,6.0,Nature,Beach,Photography,Food,Culture,Kerala,1,"Arrive in Kochi. Explore Fort Kochi: Chinese Fishing Nets, St. Francis Church.",Visit Mattancherry: Dutch Palace and Jewish Synagogue.,Watch a Kathakali performance.
Kerala Backwaters & Hills,6.0,Nature,Beach,Photography,Food,Culture,Kerala,2,Travel to Munnar (approx. 4 hours).,Check-in and visit a nearby tea plantation and the Tata Tea Museum.,Relax and enjoy the cool mountain air.
Kerala Backwaters & Hills,6.0,Nature,Beach,Photography,Food,Culture,Kerala,3,Visit Eravikulam National Park to see the Nilgiri Tahr.,"Explore Mattupetty Dam, Echo Point, and Kundala Lake.",Stroll through Munnar town market.
Kerala Backwaters & Hills,6.0,Nature,Beach,Photography,Food,Culture,Kerala,4,Travel to Alleppey (Alappuzha) (approx. 4-5 hours).,Board a private houseboat for an overnight cruise through the backwaters.,Enjoy a freshly cooked Keralan meal on the houseboat.
Kerala Backwaters & Hills,6.0,Nature,Beach,Photography,Food,Culture,Kerala,5,"After breakfast, disembark from the houseboat. Travel to Varkala or Marari beach.","Relax on the beach. In Varkala, explore the cliff-top shops and cafes.",Enjoy a seafood dinner watching the sunset over the Arabian Sea.
Kerala Backwaters & Hills,6.0,Nature,Beach,Photography,Food,Culture,Kerala,6,Enjoy a final swim or an Ayurveda massage.,Travel to Trivandrum (TRV) or Kochi (COK) airport for departure.,Departure.
Goa - North & South Explorer,6.0,Beach,Nightlife,History,Food,Adventure,Goa,1,Arrive in North Goa. Check into a hotel in Calangute/Baga.,Relax at Calangute Beach and try some water sports.,Explore the vibrant nightlife at Tito's Lane in Baga.
Goa - North & South Explorer,6.0,Beach,Nightlife,History,Food,Adventure,Goa,2,Visit Fort Aguada for panoramic views.,Explore the beaches of Candolim and Sinquerim.,Enjoy a sunset dinner at a beach shack.
Goa - North & South Explorer,6.0,Beach,Nightlife,History,Food,Adventure,Goa,3,Visit the bohemian Anjuna Beach and its famous Flea Market (Wednesday only).,Explore the scenic Vagator Beach and climb up to Chapora Fort ('Dil Chahta Hai' Fort).,Experience the party scene at a club in Vagator.
Goa - North & South Explorer,6.0,Beach,Nightlife,History,Food,Adventure,Goa,4,"Travel to South Goa. En route, explore the historical sites of Old Goa (UNESCO World Heritage).",Visit the Basilica of Bom Jesus and Se Cathedral.,"Check into a resort in South Goa (e.g., Colva, Benaulim)."
Goa - North & South Explorer,6.0,Beach,Nightlife,History,Food,Adventure,Goa,5,Relax on the pristine and quiet Colva or Benaulim Beach.,"Visit the beautiful Palolem Beach, known for its crescent shape.",Try a silent disco in Palolem or enjoy a quiet dinner.
Goa - North & South Explorer,6.0,Beach,Nightlife,History,Food,Adventure,Goa,6,"Visit the secluded Butterfly Beach (by boat) or Agonda Beach, a turtle nesting site.",Enjoy a final Goan meal.,Departure from Goa (GOI) airport.
Himachal - Mountains & Valleys,6.0,Nature,Adventure,Photography,Culture,Adventure,Himachal Pradesh,1,Arrive in Manali. Check-in and acclimatize.,"Visit Hadimba Devi Temple, a unique wooden temple.",Explore the cafes and market of Old Manali.
Himachal - Mountains & Valleys,6.0,Nature,Adventure,Photography,Culture,Adventure,Himachal Pradesh,2,Day trip to Solang Valley for adventure sports.,"Enjoy paragliding, zorbing, or take the ropeway for stunning views.",Walk along the Manali Mall Road.
Himachal - Mountains & Valleys,6.0,Nature,Adventure,Photography,Culture,Adventure,Himachal Pradesh,3,Excursion to Rohtang Pass (subject to permits and weather).,"Enjoy the snow and spectacular mountain scenery. Alternatively, visit the Atal Tunnel and Sissu.",Relax by the Beas River.
Himachal - Mountains & Valleys,6.0,Nature,Adventure,Photography,Culture,Adventure,Himachal Pradesh,4,Travel to Kasol in Parvati Valley (approx. 2-3 hours).,Check-in and explore the riverside town.,Enjoy Israeli cuisine at a local cafe.
Himachal - Mountains & Valleys,6.0,Nature,Adventure,Photography,Culture,Adventure,Himachal Pradesh,5,Trek to the serene village of Chalal.,Visit Manikaran Sahib Gurudwara and its hot springs.,Relax in Kasol or explore the village of Tosh for breathtaking views.
Himachal - Mountains & Valleys,6.0,Nature,Adventure,Photography,Culture,Adventure,Himachal Pradesh,6,Enjoy a final breakfast in the mountains.,Travel to Bhuntar (KUU) airport or begin the bus journey back.,Departure.
Jammu & Kashmir - Paradise on Earth,6.0,Nature,Photography,Culture,Food,Adventure,Jammu & Kashmir,1,Arrive in Srinagar. Transfer to a houseboat on Dal Lake.,Enjoy a relaxing Shikara ride on the lake.,Explore the floating markets and watch the sunset over the lake.
Jammu & Kashmir - Paradise on Earth,6.0,Nature,Photography,Culture,Food,Adventure,Jammu & Kashmir,2,"Visit the Mughal Gardens: Nishat Bagh, Shalimar Bagh, and Chashme Shahi.",Explore Shankaracharya Temple for a panoramic view of Srinagar.,Walk around the old city and try some local Kashmiri snacks.
Jammu & Kashmir - Paradise on Earth,6.0,Nature,Photography,Culture,Food,Adventure,Jammu & Kashmir,3,"Day trip to Gulmarg, the 'Meadow of Flowers' (approx. 2 hours).",Take the Gulmarg Gondola ride (Phase 1 & 2) for breathtaking Himalayan views.,Return to Srinagar.
Jammu & Kashmir - Paradise on Earth,6.0,Nature,Photography,Culture,Food,Adventure,Jammu & Kashmir,4,"Travel to Pahalgam, the 'Valley of Shepherds' (approx. 3 hours).",Check-in and explore the town. Visit the main Pahalgam valley.,Relax by the Lidder River.
Jammu & Kashmir - Paradise on Earth,6.0,Nature,Photography,Culture,Food,Adventure,Jammu & Kashmir,5,Hire a local vehicle to visit Aru Valley and Betaab Valley.,"Explore Chandanwari, the starting point for the Amarnath Yatra.",Return to Pahalgam and enjoy a peaceful evening.
Jammu & Kashmir - Paradise on Earth,6.0,Nature,Photography,Culture,Food,Adventure,Jammu & Kashmir,6,Enjoy a final Kashmiri breakfast.,Travel back to Srinagar (SXR) airport for departure.,Departure.
Karnataka - Heritage Trail,5.0,History,Architecture,Photography,Culture,Adventure,Karnataka,1,Arrive at Hubli (HBX) airport or Hospet (HPT) railway station. Travel to Hampi.,Check-in. Explore the Virupaksha Temple and Hemakuta Hill for sunset.,Walk through Hampi Bazaar.
Karnataka - Heritage Trail,5.0,History,Architecture,Photography,Culture,Adventure,Karnataka,2,"Explore the Royal Centre: Lotus Mahal, Elephant Stables, and Stepped Tank.",Visit the iconic Vittala Temple Complex with its Stone Chariot and musical pillars.,Enjoy a coracle ride on the Tungabhadra River.
Karnataka - Heritage Trail,5.0,History,Architecture,Photography,Culture,Adventure,Karnataka,3,Travel to Badami (approx. 3-4 hours).,Explore the Badami Cave Temples and the Agastya Lake.,Climb up to the Badami Fort for views of the town.
Karnataka - Heritage Trail,5.0,History,Architecture,Photography,Culture,Adventure,Karnataka,4,"Day trip to Pattadakal, a UNESCO World Heritage site with a stunning collection of temples.","Explore Aihole, known as the 'Cradle of Indian Architecture', with over 100 temples.",Return to Badami.
Karnataka - Heritage Trail,5.0,History,Architecture,Photography,Culture,Adventure,Karnataka,5,Revisit any favorite spot or shop for local handicrafts.,Travel back to Hubli (HBX) for departure.,Departure.
Tamil Nadu - Temple & Coastal Tour,6.0,Spiritual,History,Culture,Food,Photography,Tamil Nadu,1,Arrive in Madurai. Check-in and visit the Thirumalai Nayakkar Palace.,Explore the magnificent Meenakshi Amman Temple.,Witness the night ceremony at the temple.
Tamil Nadu - Temple & Coastal Tour,6.0,Spiritual,History,Culture,Food,Photography,Tamil Nadu,2,Travel to Rameswaram (approx. 3-4 hours).,Visit Ramanathaswamy Temple and take a dip in the 22 holy wells (tirthas).,Walk on the Pamban Bridge and visit APJ Abdul Kalam's memorial.
Tamil Nadu - Temple & Coastal Tour,6.0,Spiritual,History,Culture,Food,Photography,Tamil Nadu,3,Visit the ghost town of Dhanushkodi and see the 'Ram Setu' point.,"Travel to Kanyakumari (approx. 5-6 hours), the southernmost tip of India.",Witness the spectacular sunset over the confluence of three seas.
Tamil Nadu - Temple & Coastal Tour,6.0,Spiritual,History,Culture,Food,Photography,Tamil Nadu,4,Wake up early to see the sunrise. Visit the Vivekananda Rock Memorial and Thiruvalluvar Statue.,"Travel to Thanjavur (Tanjore) (long journey, approx. 7 hours).",Check-in and rest in Thanjavur.
Tamil Nadu - Temple & Coastal Tour,6.0,Spiritual,History,Culture,Food,Photography,Tamil Nadu,5,"Visit the Brihadeeswarar Temple (Big Temple), a UNESCO World Heritage site.","Explore the Thanjavur Maratha Palace, art gallery, and Saraswathi Mahal Library.",Shop for Tanjore paintings and bronze statues.
Tamil Nadu - Temple & Coastal Tour,6.0,Spiritual,History,Culture,Food,Photography,Tamil Nadu,6,Travel to Tiruchirappalli (Trichy) (approx. 1.5 hours). Visit Sri Ranganathaswamy Temple.,Explore Rockfort Temple.,Departure from Trichy (TRZ) airport.
Uttar Pradesh - Heritage Arc,6.0,History,Spiritual,Culture,Food,Architecture,Uttar Pradesh,1,Arrive in Agra. Visit the magnificent Taj Mahal.,Explore the massive Agra Fort.,Visit Mehtab Bagh for a sunset view of the Taj across the river.
Uttar Pradesh - Heritage Arc,6.0,History,Spiritual,Culture,Food,Architecture,Uttar Pradesh,2,"Day trip to Fatehpur Sikri, the abandoned Mughal capital.",Return to Agra. Explore the Tomb of Itimad-ud-Daulah (Baby Taj).,Enjoy Mughlai cuisine for dinner.
Uttar Pradesh - Heritage Arc,6.0,History,Spiritual,Culture,Food,Architecture,Uttar Pradesh,3,Travel to Lucknow (approx. 4-5 hours).,Check-in and visit Bara Imambara and its labyrinth (Bhulbhulaiya).,Embark on a culinary walk in the old city for Tunday Kebabs and other delicacies.
Uttar Pradesh - Heritage Arc,6.0,History,Spiritual,Culture,Food,Architecture,Uttar Pradesh,4,Visit the British Residency and Chota Imambara.,Explore Hazratganj for shopping. Try the famous 'basket chaat'.,Take an overnight train or an early morning flight to Varanasi.
Uttar Pradesh - Heritage Arc,6.0,History,Spiritual,Culture,Food,Architecture,Uttar Pradesh,5,Arrive in Varanasi. Take a boat ride on the Ganges to see the ghats.,Explore the narrow lanes of the old city and visit Kashi Vishwanath Temple.,Witness the mesmerizing Ganga Aarti ceremony at Dashashwamedh Ghat.
Uttar Pradesh - Heritage Arc,6.0,History,Spiritual,Culture,Food,Architecture,Uttar Pradesh,6,"Morning trip to Sarnath, where Buddha gave his first sermon.",Explore the Dhamek Stupa and the Sarnath Museum.,Departure from Varanasi (VNS) airport.
West Bengal - City & Mangroves,5.0,Culture,History,Nature,Food,Wildlife,West Bengal,1,Arrive in Kolkata. Visit the iconic Victoria Memorial.,Explore St. Paul's Cathedral and walk through the Maidan.,Explore the bustling New Market and have dinner on Park Street.
West Bengal - City & Mangroves,5.0,Culture,History,Nature,Food,Wildlife,West Bengal,2,Explore North Kolkata's heritage: Kumortuli (potters' colony) and a tram ride.,Visit Jorasanko Thakur Bari (Tagore's ancestral home) and the Marble Palace.,Enjoy Bengali sweets and street food.
West Bengal - City & Mangroves,5.0,Culture,History,Nature,Food,Wildlife,West Bengal,3,"Travel from Kolkata to Godkhali (approx. 3-4 hours), the gateway to the Sundarbans.","Board a boat and cruise to your jungle resort, passing through mangrove creeks.",Enjoy a presentation on the Sundarbans and a local cultural performance.
West Bengal - City & Mangroves,5.0,Culture,History,Nature,Food,Wildlife,West Bengal,4,Full day boat safari through the Sundarbans National Park.,"Visit various watchtowers like Sajnekhali and Sudhanyakhali to spot wildlife like crocodiles, deer, and the elusive Royal Bengal Tiger.",Night stay at the jungle resort.
West Bengal - City & Mangroves,5.0,Culture,History,Nature,Food,Wildlife,West Bengal,5,Visit a village to experience the local way of life.,Start your journey back to Kolkata.,Departure from Kolkata (CCU) airport.
Sikkim - Himalayan Kingdom Tour,6.0,Nature,Photography,Culture,Spiritual,Wildlife,Sikkim,1,Arrive at Bagdogra (IXB) airport / NJP station. Travel to Gangtok (approx. 4-5 hours).,Check-in and relax.,Stroll along the pedestrian-only MG Marg.
Sikkim - Himalayan Kingdom Tour,6.0,Nature,Photography,Culture,Spiritual,Wildlife,Sikkim,2,Excursion to Tsomgo Lake (Changu Lake).,"Visit Baba Mandir. Optional trip to Nathula Pass (requires permit, closed Mon/Tues).",Return to Gangtok. Try some local Sikkimese food.
Sikkim - Himalayan Kingdom Tour,6.0,Nature,Photography,Culture,Spiritual,Wildlife,Sikkim,3,"Gangtok local sightseeing: Rumtek Monastery, Namgyal Institute of Tibetology.","Visit Do-Drul Chorten, Enchey Monastery, and a flower exhibition centre.",Take the ropeway for city views.
Sikkim - Himalayan Kingdom Tour,6.0,Nature,Photography,Culture,Spiritual,Wildlife,Sikkim,4,Travel from Gangtok to Pelling (approx. 4-5 hours).,Check-in and marvel at the stunning views of Mt. Kanchenjunga.,Visit the Pemayangtse Monastery.
Sikkim - Himalayan Kingdom Tour,6.0,Nature,Photography,Culture,Spiritual,Wildlife,Sikkim,5,"Pelling sightseeing: Kanchenjunga Falls, Khecheopalri Lake.",Visit the Rabdentse Ruins and the Pelling Skywalk.,Relax and enjoy the mountain tranquility.
Sikkim - Himalayan Kingdom Tour,6.0,Nature,Photography,Culture,Spiritual,Wildlife,Sikkim,6,Enjoy a final Sikkimese breakfast.,Travel back to Bagdogra (IXB) / NJP for departure (approx. 5-6 hours).,Departure.
Gujarat - White Desert & Heritage,5.0,Culture,Photography,Nature,History,Wildlife,Gujarat,1,Arrive in Ahmedabad. Visit the Sabarmati Ashram.,Explore the Calico Museum of Textiles and the Adalaj Stepwell.,Take a heritage walk through the old city's Pols. Overnight train/bus to Bhuj.
Gujarat - White Desert & Heritage,5.0,Culture,Photography,Nature,History,Wildlife,Gujarat,2,Arrive in Bhuj. Check-in and visit Prag Mahal and Aina Mahal.,Get permit for the Rann of Kutch. Travel to a resort/tent city near Dhordo.,Witness the spectacular sunset over the white salt desert.
